A,R,S,H,B,W,F
15311,2024,139136,0,0,380,0
2454,417,10373,0,0,28,0
3392,41,817,0,72,8,0
3238,773,6710,0,589,129,0
6239,75,7621,682,2283,5,980
2526,777,0,0,0,151,329
22840,1412,113587,17668,0,391,1033
0,0,0,0,0,0,0
1336,46,0,0,0,7,0
2921,274,10178,0,7536,69,1165
21374,322,46377,1942,22095,13,7773
0,0,0,0,0,0,0
6213,0,40799,0,6437,0,318
4379,303,26726,4445,1633,34,805
16132,0,34491,3215,19070,45,2480
15060,1630,0,0,0,84,0
11569,0,32928,743,0,0,0
5341,806,37445,4172,12262,223,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13003,1869,74555,0,0,269,0
15501,1257,44250,0,31560,236,2887
25585,3598,149128,0,74161,0,2605
6167,694,15195,2388,8280,29,423
12969,3003,0,0,0,537,0
0,0,0,0,0,0,0
9854,765,35582,2186,3533,0,3092
17322,0,43704,3114,5986,0,1780
9630,709,26244,2812,7822,160,2561
1482,31,5878,864,0,0,0
16875,560,14680,0,4290,127,558
25899,4017,0,0,0,725,0
4911,98,10251,1535,5718,4,2255
7427,170,5889,837,3099,44,0
17657,1053,134380,31697,56680,44,9451
2488,414,17682,5435,0,0,423
15078,458,10643,870,0,101,45
5642,247,47435,807,0,51,0
6204,886,32114,2311,20241,0,2203
7826,0,40514,2909,1299,0,29
19960,0,74356,14559,426,0,2289
6116,1186,12830,0,3783,70,1405
19184,2597,75699,0,14149,436,0
7670,805,7746,431,2327,198,1334
4160,916,8738,928,3174,61,0
5658,437,41709,0,13609,77,171
10157,2069,0,0,0,734,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13515,0,59639,0,19848,0,1564
9885,2063,36039,5343,0,386,0
4056,432,10600,555,1742,149,0
8809,1269,44633,0,21089,49,1890
0,0,0,0,0,0,0
18263,2245,88781,23155,29825,0,11187
11823,875,88102,12757,0,374,0
0,0,0,0,0,0,0
13015,0,4339,178,1082,225,0
9644,2160,11082,335,305,0,962
8988,327,24834,1541,4898,146,782
14583,2718,87845,14951,20907,0,8381
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
19944,2581,58294,683,17186,1061,2008
9539,917,0,63,0,144,127
13456,2930,68987,705,7866,601,3221
17243,4006,29990,0,9195,1335,2611
6902,359,27977,0,2366,0,100
14996,0,0,0,0,0,0
9990,0,52011,6990,22618,0,0
9962,1376,30918,6085,7993,348,4339
0,0,0,0,0,0,0
4883,499,11743,433,4838,18,796
3815,0,0,61,1664,0,242
7119,0,33674,1941,890,0,401
4525,287,19407,2822,5769,91,1940
0,0,0,0,0,0,0
4676,0,22174,5592,1206,0,344
26841,0,109632,16598,37810,0,3780
8198,652,24611,2528,6050,182,441
19428,2571,30438,4100,9208,412,0
9555,1364,86802,3703,12152,126,0
0,0,0,0,0,0,0
2643,0,14044,3386,0,8,486
20270,924,85081,15638,24813,107,0
0,0,0,0,0,0,0
9904,218,79302,770,0,14,0
11747,0,25878,3949,3532,0,2376
6623,0,29308,3623,18982,12,0
4336,82,8152,120,5076,7,946
1236,0,0,0,0,0,0
2570,279,7087,0,990,31,0
7756,0,0,0,0,0,0
13752,2128,9626,939,346,402,598
7440,1310,23796,0,12966,0,0
0,0,0,0,0,0,0
24550,3607,0,0,0,189,895
4251,162,24550,0,7781,0,0
8818,1500,0,0,0,45,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6203,539,13701,1508,5085,55,1135
14513,2067,65314,3602,15246,435,4797
19546,1708,38265,532,9562,207,209
0,0,0,0,0,0,0
21101,900,51654,145,29946,129,6783
11251,894,95954,8905,0,0,1263
19719,3055,36266,3888,18404,781,6590
4641,0,33340,5648,7817,0,4195
10070,1692,68857,13366,36962,254,3978
23267,2920,144744,6072,1611,541,5349
0,0,0,0,0,0,0
12721,1055,27728,0,9327,3,1150
0,0,0,0,0,0,0
9865,1932,18457,3547,2970,233,1295
15709,1218,111117,16314,0,76,2088
15777,1123,0,0,0,170,0
12418,1718,0,0,0,0,0
13916,907,91795,20548,0,349,10369
12417,2096,64237,0,0,0,98
10485,690,29796,5339,0,45,1998
0,0,0,0,0,0,0
5353,537,0,0,0,0,371
16113,0,93464,0,52543,0,0
19563,1459,73093,8777,9626,23,3621
12182,0,31049,1591,10820,0,572
3965,0,30727,3199,3897,0,869
15339,1983,132950,21241,6314,126,4455
13349,3199,63815,8509,599,0,7292
10718,0,21411,3691,1712,0,2221
15772,3085,66128,9270,40348,407,0
0,0,0,0,0,0,0
8865,339,4079,257,2174,0,490
8233,279,7297,713,1774,19,0
12550,306,89896,9315,19128,0,2508
12831,876,38599,0,3149,65,0
4114,4,848,0,450,0,0
7411,773,0,359,0,208,21
5489,317,10798,1104,0,75,0
8398,787,13626,2052,3100,87,665
15721,3074,0,0,0,752,0
815,165,3856,623,2113,2,437
8462,454,76664,0,30018,179,454
9448,27,72627,14139,18388,5,15332
14728,981,38652,3264,13806,282,5389
22793,1664,0,0,0,52,0
6915,546,31630,7369,8674,116,7597
0,0,0,0,0,0,0
0,0,0,0,0,0,0
3221,441,4944,151,1541,28,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
15933,621,39882,113,0,108,0
180,0,306,28,0,0,0
23179,1882,0,0,0,460,1136
16435,1837,24396,0,7916,692,0
6210,1360,11929,192,5154,293,2266
11775,0,0,0,0,15,0
14223,0,0,0,0,0,0
683,96,0,0,0,0,0
14085,188,0,0,0,53,0
14236,3263,65416,4003,0,0,277
15296,1956,47326,1218,2357,704,2657
14526,441,0,0,0,112,299
14017,2112,39785,0,20210,698,0
7350,0,8571,220,2880,0,0
6890,614,31160,5172,0,76,39
8565,1422,1872,162,0,131,748
1576,111,7264,950,896,9,134
0,0,0,0,0,0,0
4623,830,9617,931,2816,140,1246
10474,2494,0,0,0,1020,263
18118,0,33756,882,6756,0,409
12150,1035,75127,15891,27757,302,305
21590,517,213747,24433,39709,79,3174
2399,50,6121,1043,0,4,43
6697,908,624,111,157,109,57
7669,1722,34695,7326,0,226,5407
5950,494,8320,0,3058,130,928
6837,266,6254,679,2552,36,0
0,0,0,0,0,0,0
2871,434,6991,1511,3234,18,418
2412,0,20260,40,10684,0,1728
8410,0,3194,0,314,0,0
15508,0,122243,10568,12408,0,2434
5041,479,40184,1078,11314,15,5216
15080,0,74377,0,18183,0,505
7279,1697,28715,65,16595,369,6684
12368,1228,23234,0,14402,338,331
0,0,0,0,0,0,0
1051,65,0,0,0,4,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2525,70,8641,8,3336,17,0
13488,1010,0,0,0,169,115
12129,2252,104824,19295,48505,316,8620
3091,472,4207,574,0,31,0
5846,591,14159,3113,4311,1,1012
8221,2007,13542,1299,4513,197,3720
3780,0,24469,7006,1226,4,2143
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4970,252,28682,5624,4903,0,2181
13481,979,30226,6628,12351,69,0
12711,2649,0,0,0,584,0
10096,2487,77226,122,19182,359,4005
14050,1424,42538,3510,14213,246,5573
2988,562,5558,0,0,118,0
0,0,0,0,0,0,0
22300,3381,0,0,892,398,1299
3164,141,13930,2196,0,25,601
1378,65,7605,1322,2423,9,1115
4723,1139,0,0,3,118,0
0,0,0,0,0,0,0
13628,1877,19751,0,1007,257,591
14990,884,27158,5224,3563,57,3327
2934,80,13854,907,1227,17,511
6206,470,20706,3442,4567,63,0
0,0,0,0,0,0,0
2091,32,15231,263,898,10,0
7075,1134,14629,2483,5949,136,1297
8835,1200,0,0,0,174,82
26544,4452,52860,1244,19251,881,5106
14623,0,68128,2220,46706,0,6605
15941,2521,0,775,0,0,630
1438,142,4851,0,1673,31,13
9669,0,59979,4024,23468,7,0
11282,1771,103085,8880,21010,97,9887
0,0,0,0,0,0,0
288,15,1111,39,0,0,13
17526,367,18346,1107,2257,0,584
5769,0,3872,141,1447,0,167
315,34,1694,68,620,5,141
11668,0,84316,4907,18266,0,3857
12534,0,39815,0,10222,0,0
22172,822,0,0,0,77,140
4984,796,0,0,0,25,0
32,2,215,45,55,0,0
10312,397,35030,6289,5862,125,2247
6935,432,0,0,0,63,0
5066,451,0,677,0,73,30
20667,3198,72113,0,33046,971,5112
3974,210,6240,778,1728,30,368
8879,799,15668,0,3694,131,1198
8512,607,66363,2728,22600,30,0
12139,0,23973,6516,10887,0,1687
8075,0,70201,1542,9826,0,157
0,0,0,0,0,0,0
8935,0,16691,1635,0,0,175
14007,115,63722,10818,18340,19,6647
4966,350,1464,24,792,0,253
12855,1556,35361,7236,11184,24,0
4154,169,13279,2459,11489,27,607
13920,904,0,0,159,14,529
20565,518,0,0,0,64,0
5643,172,33626,5219,3989,31,1882
2873,560,11128,298,4182,159,1371
8292,979,45232,3218,15065,183,0
7151,0,0,0,1064,0,0
2505,292,0,0,0,113,0
19597,4365,40231,9431,25538,799,17697
0,0,0,0,0,0,0
22672,1107,34191,4354,6643,12,3308
2710,0,0,430,0,0,0
2872,357,18635,859,0,94,301
21563,1465,50694,9503,17321,76,8253
6590,376,28200,0,3426,70,0
10669,888,32854,3714,0,41,472
7981,1064,19341,0,10268,183,1254
8747,924,6727,1173,0,133,136
23630,4764,203429,21438,0,949,1938
4040,256,19126,4412,0,0,673
10864,867,64407,9192,25007,115,6126
0,0,0,0,0,0,0
4447,253,11689,1078,2964,0,1387
4084,585,20499,925,7569,98,3721
12898,497,112197,3865,52493,35,12271
5634,848,13837,2340,906,0,221
14437,1286,1226,48,474,113,1729
10223,2135,46750,4799,0,60,239
13029,595,64146,0,2054,4,260
0,0,0,0,0,0,0
7309,1488,0,0,0,536,246
952,15,3167,879,1891,0,516
12412,0,8800,666,6428,0,446
13914,227,26702,7122,7536,0,2734
4222,185,28859,3043,16160,31,555
3312,0,34799,4821,7632,0,237
15550,480,58954,1754,30554,137,5901
8845,531,54577,0,10281,74,1367
2034,82,371,11,98,0,51
22425,2014,42937,1880,0,85,1140
10791,2240,35500,5750,3232,0,4278
12031,2521,7082,1486,5333,0,5685
6940,0,53657,9865,25893,0,15740
5328,140,26191,0,6359,32,281
7596,573,17521,97,6682,43,538
15172,0,7530,1168,3291,0,0
22531,4464,39031,6394,6322,206,7146
8371,678,4651,532,0,37,833
3963,315,0,0,0,33,0
17490,1526,33475,99,0,394,102
2914,180,19893,988,4582,3,1267
0,0,0,0,0,0,0
14566,2272,70654,4410,9844,521,204
11756,2097,67819,10342,0,118,1839
17756,1417,31176,3292,845,0,1521
8601,1292,19572,3093,2299,308,1746
5035,0,13902,1863,4621,0,2646
14835,2034,69523,0,2227,447,39
9968,454,34695,0,5493,0,447
9098,725,8640,621,5275,104,529
0,0,0,0,0,0,0
6183,0,13626,2320,221,0,802
0,0,0,0,0,0,0
409,55,1753,233,1114,0,269
0,0,0,0,0,0,0
8050,1041,0,0,627,180,597
4118,417,21552,522,12091,93,1774
17307,1167,124727,0,4649,0,0
16256,596,158168,3520,20876,57,4855
5464,0,9895,325,6424,0,1805
7343,776,14475,1499,4092,0,978
0,0,0,0,0,0,0
17096,1393,63807,948,15687,125,2984
18988,3484,52715,9780,20009,565,4020
16874,2416,125159,19452,42429,408,0
513,39,2209,222,750,2,227
9204,713,35609,7626,1527,29,0
17618,0,13481,1119,2886,175,28
26666,2674,72721,0,9773,0,152
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8816,0,21835,6822,13904,0,0
2201,169,13087,2213,5981,37,685
6273,256,0,116,0,39,0
0,0,0,0,0,0,0
9227,0,5591,674,0,6,0
9558,762,4798,206,116,0,183
1596,256,0,0,0,52,0
4538,981,62112,10242,1015,142,0
7849,1734,46484,6230,19817,514,5979
2841,0,0,0,383,0,0
8034,514,49627,2020,28758,107,0
6421,291,14452,0,3785,0,593
3727,103,12429,772,2571,0,372
0,0,0,0,0,0,0
3496,406,11633,1107,2685,35,26
6869,569,12848,636,5349,138,2674
7713,0,43792,5753,14075,0,0
11826,1050,38926,3745,26650,282,3287
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1201,110,8757,0,5155,3,326
10887,1058,0,0,0,0,36
6833,1137,0,0,62,185,175
311,0,2331,333,487,0,182
7034,0,31699,4479,9234,0,2071
7953,1168,8593,1335,0,237,1389
4058,27,1398,92,425,3,52
3212,81,10010,121,4039,0,266
0,0,0,0,0,0,0
11803,0,42541,5726,2131,22,1513
0,0,0,0,0,0,0
21804,0,0,0,0,0,263
6280,524,1703,345,849,80,1257
24637,1932,2890,367,609,201,0
10396,844,49285,3937,0,138,1454
0,0,0,0,0,0,0
13393,836,58643,8110,9701,109,688
1159,77,4040,520,2603,17,158
9898,187,22782,3363,2508,9,63
3914,265,12601,0,5807,68,638
15827,579,34332,4826,0,104,4070
0,0,0,0,0,0,0
4877,372,14081,1354,3491,48,1852
14438,327,110270,19507,4348,29,6643
10181,1805,0,0,1611,127,1163
23097,3393,7782,603,2448,0,1098
15896,1957,18370,0,9234,283,980
0,0,0,0,0,0,0
0,0,0,0,0,0,0
4253,0,18126,1870,0,0,0
7901,214,6412,744,0,15,0
2024,148,7431,1001,540,48,544
9485,763,14371,2549,224,206,1330
8604,0,36829,4619,0,0,139
935,76,1623,167,623,4,12
20044,0,52775,0,28022,0,1003
13417,514,75212,595,6126,107,448
11749,1018,42362,787,10383,22,3339
4162,1058,36709,4796,17801,173,6180
12805,0,68242,21783,24307,0,6791
22285,0,122895,13771,102929,0,20989
4188,525,6634,525,1169,138,0
3789,29,6728,96,321,0,61
0,0,0,0,0,0,0
12571,1365,0,0,0,121,0
0,0,0,0,0,0,0
12997,0,36485,4154,13069,0,3963
0,0,0,0,0,0,0
16686,3799,44064,3142,30858,903,2430
11535,409,0,0,0,14,0
30252,893,224182,30479,142504,74,45072
11180,1796,43450,2363,17995,49,5302
14057,0,28732,781,8243,0,0
9019,783,2045,294,1132,162,537
11860,308,0,0,0,23,0
3927,609,25469,2607,11250,232,4734
19984,0,19808,1200,2834,0,0
23227,617,0,0,18777,37,730
0,0,0,0,0,0,0
5430,324,0,0,0,97,0
6382,1186,4042,391,0,254,370
3840,276,24803,230,6382,0,90
12563,0,76283,16001,12184,0,3651
18395,2526,112976,10983,0,709,7234
4930,0,34874,0,7549,0,1
0,0,0,0,0,0,0
4960,497,4124,980,1189,49,1361
0,0,0,0,0,0,0
18556,3860,10527,1243,5580,1142,6170
29410,6489,98264,10177,44939,25,0
0,0,0,0,0,0,0
12010,0,39546,3413,5005,0,1879
2291,500,10100,1251,561,76,304
11256,1966,12736,458,4587,0,544
8701,0,0,0,0,0,0
9800,713,26332,0,11740,214,941
15288,679,17752,3909,4629,0,1357
4919,0,20004,2485,3003,0,0
0,0,0,0,0,0,0
10746,1323,21105,4976,4989,405,1054
3304,247,9678,0,5394,0,1781
0,0,0,0,0,0,0
11215,761,29586,5817,24204,84,1604
26338,919,191481,38032,107336,301,14563
29918,1982,34095,7584,9077,239,3128
3380,64,0,0,0,2,0
7918,1181,28351,1922,9408,257,2934
14971,1420,0,0,0,0,0
4455,107,36544,5029,0,0,2
9799,1343,54803,4796,20218,166,1705
13967,0,25147,1629,2659,0,1137
12291,1659,57098,12282,17756,604,0
8838,248,43208,5597,11064,27,4470
10426,450,59117,11878,33144,68,3348
9610,252,34579,3521,1572,24,1176
7470,1205,9726,0,0,168,8
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10906,850,0,0,0,193,211
3282,524,10897,0,0,148,0
16423,23,0,0,42,2,11
18149,2071,0,0,0,284,0
2468,340,5336,1221,1175,15,457
0,0,0,0,0,0,0
10152,29,20054,3909,12342,10,0
8438,869,24131,7720,11478,68,3520
4839,158,0,0,0,58,0
15178,482,57315,9147,16265,93,0
8045,0,0,0,0,5,25
0,0,0,0,0,0,0
15047,1398,61255,13679,21695,367,4714
9770,2079,21911,2621,5535,415,4260
16579,91,1431,123,688,11,101
8131,1055,57281,10131,38466,15,13856
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8401,64,35613,5372,26679,14,8725
5252,349,3001,648,2307,0,817
0,0,0,0,0,0,0
7111,0,42713,2186,12108,0,2706
8078,1915,25842,399,6892,265,1997
14972,100,29395,496,5677,20,1067
0,0,0,0,0,0,0
0,0,0,0,0,0,0
13503,1191,7362,2099,230,119,76
0,0,0,0,0,0,0
14122,1423,14847,2683,6066,299,1049
7891,1327,11478,836,5561,143,0
7955,1014,0,0,0,0,0
13105,529,24591,2713,15309,0,998
0,0,0,0,0,0,0
3391,0,0,0,0,17,0
10816,396,40259,5011,12537,82,972
8953,656,53635,6561,0,110,1000
6003,664,50387,5454,7724,141,2643
6014,459,13704,559,5136,1,0
5867,482,40009,1484,15654,33,1727
4628,794,36976,5936,18863,56,2410
0,0,0,0,0,0,0
7872,926,62582,7578,28304,75,0
0,0,0,0,0,0,0
17547,3037,94786,2118,0,66,277
0,0,0,0,0,0,0
4889,334,4532,823,1101,11,0
4987,488,15833,2932,4379,36,1324
20594,2619,69017,10558,3790,845,6286
3999,546,13984,1316,6887,0,1917
1092,83,642,157,160,20,59
9699,0,0,638,0,2,184
13808,1342,34172,4937,4626,267,2688
1342,44,974,206,88,13,153
21325,4233,59387,0,27303,490,4161
17957,3377,6664,472,1339,251,3704
9760,894,51195,7893,32304,173,0
4946,319,36543,9752,3110,30,1412
1958,0,12799,1414,2600,0,0
13407,458,74418,0,2810,97,0
7152,0,0,0,0,0,0
9767,581,40307,7572,21347,45,10975
11471,1416,40932,9340,13727,209,5727
0,0,0,0,0,0,0
15526,2027,88906,0,19178,0,722
14504,1152,0,0,3000,169,0
0,0,0,0,0,0,0
7112,1624,7888,288,1686,354,634
2206,151,631,59,291,10,44
0,0,0,0,0,0,0
27291,562,161941,15913,49381,32,0
1778,107,11288,190,4952,35,395
0,0,0,0,0,0,0
13668,2674,52092,4895,0,498,462
0,0,0,0,0,0,0
16578,0,39969,8000,15088,0,944
3834,128,11410,0,157,19,0
1284,0,1608,185,0,4,2
7336,119,20579,5704,13834,0,0
7494,1097,5979,573,1232,0,207
0,0,0,0,0,0,0
5579,657,0,0,0,289,0
20457,2000,81975,8184,0,191,4186
5860,804,30144,5163,1649,3,0
14139,792,0,0,0,116,0
10982,0,0,0,0,0,0
3808,615,0,0,0,44,0
267,10,0,0,126,1,0
8955,784,65647,0,0,137,529
3476,223,25425,3041,0,49,872
3650,34,12527,2945,0,0,48
7037,398,0,0,0,37,0
12006,0,7716,0,4785,0,272
12707,733,8210,586,4931,173,2527
9782,2163,0,0,0,368,249
1444,430,5023,684,1128,134,1223
2627,5,3220,154,294,0,231
12939,257,76969,4858,21997,29,2027
9465,45,34115,0,0,12,0
11917,863,841,0,150,89,115
7304,718,12788,597,1263,66,2180
57,7,31,0,17,1,8
11167,0,0,0,0,0,0
997,125,10378,633,5403,8,1054
9408,0,55531,6312,41738,0,5984
1862,162,5038,0,763,38,93
8435,874,17988,5560,0,0,1907
20043,3124,0,0,0,517,70
2109,189,0,0,322,40,27
746,33,5443,469,0,3,173
0,0,0,0,0,0,0
21083,1119,0,0,0,1,0
0,0,0,0,0,0,0
6185,925,28905,1970,9514,376,1391
3090,224,0,644,0,22,229
7158,1732,15940,3303,0,32,1652
3388,386,282,0,125,0,79
9861,909,0,0,10519,0,1260
4572,455,0,0,0,187,11
10168,1690,0,1922,0,297,2533
8713,473,0,0,0,144,0
0,0,0,0,0,0,0
6458,346,0,0,0,27,0
9530,1109,0,0,97,198,599
5037,631,14583,1531,6912,189,339
15868,1135,0,0,22,0,824
14628,2253,47535,2441,30310,0,0
2146,157,16134,1687,10859,0,2457
11571,966,70802,4435,19738,256,5819
18045,2149,25108,608,10501,0,2174
4327,563,15825,0,8480,63,1329
0,0,0,0,0,0,0
8730,0,38886,6592,23102,0,3417
14873,1194,0,0,0,191,0
0,0,0,0,0,0,0
13680,317,9413,795,260,0,59
11837,349,53427,4107,7946,0,3291
3734,385,11663,678,4353,100,253
142,8,23,2,8,1,8
12106,1772,55546,3422,17553,0,2880
19021,4351,54863,8284,4893,1878,0
5523,103,6508,578,1783,26,134
4640,350,19364,0,2972,44,128
0,0,0,0,0,0,0
14380,1158,96834,21731,48017,0,9499
7936,1153,21668,4378,649,196,0
23703,1835,151275,18678,56253,250,3867
20800,1924,172820,21043,110053,75,22591
4096,457,17051,443,3793,63,0
7857,712,22499,3136,8895,37,1413
8741,1334,58415,3213,19421,281,4387
5283,512,18282,1874,9626,0,1671
22591,625,122843,22254,14254,113,2389
11045,119,44815,8246,5816,8,1017
36158,1614,310204,33178,172021,136,30612
14139,0,77476,7176,28179,0,9048
10806,1157,9381,1033,1983,197,1325
5349,669,0,0,0,0,0
14470,2269,7107,152,1956,960,1833
0,0,0,0,0,0,0
1213,28,100,18,17,1,21
2556,402,18607,321,13996,55,1043
19316,0,61934,8311,7693,0,1467
1869,138,3813,0,645,11,0
8500,750,48344,0,20689,288,3326
13844,1500,78050,110,6851,0,164
7215,0,42361,7389,7257,0,2817
6938,489,0,63,248,34,75
20339,2256,164425,42198,8763,325,11096
0,0,0,0,0,0,0
1456,257,0,0,265,0,0
11581,659,0,0,796,104,19
4096,10,1626,102,528,0,174
10982,242,65594,7213,37557,51,10222
9990,1855,49392,4792,19033,421,4672
5415,0,14844,0,1742,0,0
12959,0,0,0,0,7,1018
0,0,0,0,0,0,0
18475,756,0,0,136,67,0
3195,108,18645,5024,1041,0,1643
16105,2620,83557,4965,0,438,2507
22083,4279,83871,4233,44879,563,3437
10522,1681,16980,2569,0,0,562
7298,285,27477,8770,8951,16,4429
0,0,0,0,0,0,0
2581,404,0,0,0,64,0
13254,895,37660,3863,11207,58,5474
3476,0,0,0,0,0,0
16547,963,61558,3299,14403,405,1002
16242,2014,44899,311,15229,0,0
13419,2139,0,0,0,266,68
5177,116,26877,661,1424,9,0
13358,0,40200,1562,2719,14,558
7122,629,0,0,0,90,0
2250,101,0,41,0,27,0
2006,175,3631,472,877,0,132
17705,0,79553,16661,38159,0,3529
14754,1837,0,0,0,532,0
11468,1262,11714,1221,0,0,184
0,0,0,0,0,0,0
13680,877,585,74,116,82,0
24042,3826,5080,390,2364,58,2759
9919,832,60527,12411,0,53,0
6493,868,0,0,0,0,0
14781,1485,39108,9086,11902,243,3256
23331,4247,99799,16637,9502,231,0
2710,0,4892,300,1084,0,0
12351,1218,38929,4875,7296,365,0
24389,0,23179,1633,10941,0,686
16618,3637,108448,14010,38309,696,3971
20714,1876,124366,22290,50504,249,27165
1343,163,0,33,0,36,53
10334,1928,59927,15791,20308,93,8741
13921,909,107109,3661,18695,121,1139
6058,1834,39862,2255,6470,490,0
7943,1307,43574,0,9107,129,690
9091,0,0,86,0,0,0
7502,555,45257,11714,28393,66,10483
31242,2007,136821,18685,54171,78,26227
0,0,0,0,0,0,0
0,0,0,0,0,0,0
7142,675,40303,9039,24297,92,11003
10203,0,72815,11261,13150,0,589
8935,35,10825,2346,7149,0,772
2172,303,14222,2083,2306,51,2150
2554,374,11930,0,675,0,282
16014,16,44462,7825,0,4,4259
7843,389,40959,0,0,46,0
19099,0,74880,8589,0,15,2060
1618,363,2613,563,1518,0,242
14440,1018,88967,15936,36213,0,7491
19177,0,34654,4668,7514,0,3141
5087,327,0,0,0,0,0
18154,1499,42376,9169,23715,256,1142
12707,984,14586,2493,7394,0,828
17062,3826,115309,19800,0,785,17142
4649,537,28467,3692,4263,107,1594
5402,661,43622,8230,9009,34,0
12200,619,45343,7209,11698,0,3178
3084,217,9480,1744,0,5,0
16849,2308,149077,0,60690,243,1953
12174,1,58502,11142,40547,0,8044
14424,0,105870,16215,31158,19,15790
2574,0,3850,275,1120,0,63
8827,602,22562,1488,1262,118,1567
12767,2546,27237,2757,4562,500,650
0,0,0,0,0,0,0
17714,2704,21135,0,3802,467,597
3217,438,8696,1137,3032,86,370
12378,2541,60988,0,22656,274,2918
0,0,0,0,0,0,0
7208,327,20822,2975,12746,72,5663
5255,1842,39633,10047,3342,315,3098
1397,0,5009,0,1107,0,0
9264,1061,19393,640,6124,4,2792
5043,829,0,0,0,9,0
3681,342,22049,3818,0,0,1193
31784,3428,0,0,0,0,279
0,0,0,0,0,0,0
6535,1100,26459,2490,10930,156,0
11027,878,46132,8612,11272,106,2757
12473,0,26364,2794,10653,0,2771
7221,78,36152,9063,0,1,1041
15430,437,77712,0,347,98,0
12751,0,53179,3650,16223,0,3231
0,0,0,0,0,0,0
3167,68,16913,2401,5963,14,2433
8889,1492,20610,2361,9108,177,0
230,37,1013,95,106,2,0
14013,619,31235,2189,10035,0,554
14809,2386,19919,4428,995,0,1671
4117,523,9199,1971,0,35,1169
9479,1087,36591,4798,11478,14,5443
18209,376,66112,10517,6928,4,4371
17567,1923,126807,6922,69027,464,22664
4924,553,29495,1947,481,0,854
18597,1335,8254,1929,923,214,124
6918,688,0,0,0,0,0
15804,2066,65521,6184,42990,479,1554
1359,8,6605,627,2379,3,534
5446,1035,373,0,135,173,0
16011,1273,0,0,0,271,0
14474,3437,102460,0,54164,389,2342
6125,191,27221,6754,17840,0,2978
11079,214,52777,2239,0,30,628
4745,345,0,428,0,0,0
23526,0,169081,58432,0,0,29423
6288,898,25646,4309,14376,297,1761
8713,941,44055,8435,16560,135,4246
8155,72,20776,4814,6833,0,1898
1784,123,8140,681,5356,26,1330
12661,2371,45904,0,22880,224,2978
6377,202,9540,1824,2950,17,1077
4680,185,0,0,0,30,103
0,0,0,0,0,0,0
0,0,0,0,0,0,0
16062,3859,28830,1559,2948,262,2106
9920,812,35417,3914,2004,145,0
8147,555,14620,1775,6018,48,2870
4534,524,876,0,199,0,180
4818,0,4084,377,0,4,0
0,0,0,0,0,0,0
9150,226,47814,3804,23417,0,4080
22351,4827,0,0,0,643,995
2034,253,3713,691,347,30,328
10908,1036,79531,1860,20614,164,5864
13529,978,36422,3516,12690,61,1928
7085,256,41481,5015,11322,9,0
20626,885,20079,66,4639,25,0
9576,448,11905,1721,2717,129,711
11878,727,43689,9482,12722,34,7891
14293,0,37538,6393,7594,0,0
14187,561,16259,1369,0,7,0
4862,0,34609,7174,0,0,511
14110,65,67663,2720,21654,16,2794
6246,663,0,9,0,164,121
30741,6243,260691,0,23191,1004,0
8745,1107,44177,3595,9912,195,2172
14049,2653,9387,1652,2399,210,1662
0,0,0,0,0,0,0
13445,1405,2279,145,960,237,415
4774,1251,19987,2744,7753,83,1809
10136,1386,31907,5572,696,0,0
10706,118,53962,0,32966,54,0
2108,123,0,0,0,10,422
0,0,0,0,0,0,0
6317,789,22322,3340,2227,5,1531
0,0,0,0,0,0,0
1455,197,1612,307,364,19,37
0,0,0,0,0,0,0
9145,0,55355,9406,9286,0,0
